rid,aircraft,airport,model,wildlife_struck,impact,flight_date,damage,airline,origin,flight_phase,remains_collected_flag,Remarks,wildlife_size,sky_conditions,species,pilot_warned_flag,altitude_ft,heavy_flag
236138,Airplane,LAGUARDIA NY,DHC8 DASH 8,4,None,8/11/2005 0:00,No damage,PIEDMONT AIRLINES,New York,Approach,TRUE,"SML BLOOD SPLATTERS ON NOSE CONE. TRACE OF BLOOD ON #1 PROP. NO DMG FOUND FOLLOWING THOROUGH INSPN. 15 BIRDS SEEN, 2 CARCASSES FOUND ON RWY. 520-7 FORM GIVEN TO PILOT BY ARPT OPS.",Small,No Cloud,Barn swallow,N,10,No
233511,Airplane,CENTRAL NEBRASKA REGIONAL,BE-90  KING,7,None,8/12/2005 0:00,No damage,BUSINESS,Nebraska,Landing Roll,FALSE,"FOG, HAZE, MIST. NO REPD DMG. FOD CHECK FOUND 2 CARCASSES AT APCH END OF RWY 31. BIRD ADVISORY ISSUED FOR SML FLOCKS OF BIRD ON OR NEAR RWY 13/31.",Small,Overcast,Barn swallow,Y,0,No
227384,Airplane,GREATER PITTSBURGH,EMB-170,7,None,8/12/2005 0:00,No damage,US AIRWAYS*,Pennsylvania,Landing Roll,TRUE,2 STARLINGS STRUCK MIDPOINT DOWN RWY. BIRDS REPTD AS SWALLOWS AND STARLINGS (REPT WITH REMAINS COLLECTED SHOWED STARLINGS),Small,No Cloud,European starling,N,0,No
238452,Airplane,JACKSONVILLE INTL,CL-RJ100/200,10,None,8/12/2005 0:00,No damage,COMAIR AIRLINES,Florida,Take-off run,TRUE,PILOT REPTD HITTING 2 BIRDS DURING T/O ROLL. 2 SML CARCASSES FUND ABOUT 1700 FT FROM THRESHOLD OF RWY 25.,Small,Overcast,Unknown bird - small,Y,0,No
238285,Airplane,LOVELL FIELD ARPT,C-560,8,None,8/12/2005 0:00,No damage,BUSINESS,Tennessee,Landing Roll,FALSE,,Small,Some Cloud,Mourning dove,N,0,No
234496,Airplane,MOLOKAI ARPT,PA-31 NAVAJO,10,None,8/13/2005 0:00,No damage,BUSINESS,Hawaii,Take-off run,FALSE,NO DMG.,Small,Some Cloud,Unknown bird - small,Y,0,No
236004,Airplane,BRADLEY INTL,B-737-700,7,None,8/13/2005 0:00,No damage,SOUTHWEST AIRLINES,Connecticut,Landing Roll,FALSE,,Small,Some Cloud,Horned lark,Y,0,Yes
237441,Airplane,MOLOKAI ARPT,DHC8 DASH 8,7,None,8/14/2005 0:00,No damage,ISLAND AIR,Hawaii,Take-off run,FALSE,"# STRUCK NOT REPTD, ASSUME 2-10, SAME AS # SEEN.",Small,No Cloud,Unknown bird - small,N,0,No
234015,Airplane,WICHITA MID-CONTINENT ARPT,EMB-145,5,None,8/14/2005 0:00,No damage,AMERICAN EAGLE AIRLINES,Kansas,Approach,FALSE,BIRDS WERE BLACK. THEY WERE ON RWY AND FLEW UP JUST AS THE A/C WAS LANDING. SMUDGES ON WINDSHLD. NO DMG.,Small,Overcast,Unknown bird - small,N,15,No
234146,Airplane,AIRBORNE AIRPARK,B-767-200,10,None,8/14/2005 0:00,No damage,ABX AIR,Ohio,Take-off run,FALSE,BIRDSTRIKE JUST ABOVE RADOME ON CAPT'S SIDE. NO DMG. CLEANED.,Small,Some Cloud,Unknown bird - small,N,0,Yes
233385,Airplane,MOLOKAI ARPT,PA-31 NAVAJO,10,None,8/14/2005 0:00,No damage,BUSINESS,Hawaii,Landing Roll,FALSE,NO DMG.,Small,Some Cloud,Common myna,N,0,No
229036,Airplane,BALTIMORE WASH INTL,MD-80,9,None,8/14/2005 0:00,No damage,DELTA AIR LINES,Maryland,Approach,FALSE,ATIS WARNING. PROBABLY STARLINGS. HIT JUST ABOVE WINDSHLD AND NOSE.,Small,No Cloud,European starling,Y,200,No
235213,Airplane,DALLAS/FORT WORTH INTL ARPT,B-737-800,6,None,8/15/2005 0:00,No damage,AMERICAN AIRLINES,Texas,Approach,FALSE,INITIAL INSPN INDICATES BIRDS WERE INGESTED IN BOTH ENGS. CORE INGESTION. AIRLINE REPTS NO DMG AFTER BORESCOPE OF BOTH ENGS.,Small,Some Cloud,Rock pigeon,N,10,Yes
238164,Airplane,ALBANY INTL,B-737-700,5,None,8/16/2005 0:00,No damage,SOUTHWEST AIRLINES,New York,Take-off run,FALSE,"# STRUCK NOT REPTD, ASSUME 2-10, SAME AS # SEEN.",Small,Overcast,Unknown bird - small,N,0,Yes
230530,Airplane,CAPITAL CITY ARPT (PA),PA-31 NAVAJO,5,None,8/16/2005 0:00,No damage,BUSINESS,Pennsylvania,Approach,FALSE,NO DMG,Small,Overcast,Mourning dove,Y,100,No
235508,Airplane,LAMBERT-ST LOUIS INTL,B-737-700,4,None,8/16/2005 0:00,No damage,SOUTHWEST AIRLINES,Missouri,Approach,FALSE,NO DMG. SOME BLOOD STREAKS IN IMPACT AREA. 2 BIRDS SEEN & STRUCK.,Small,Some Cloud,Unknown bird - small,N,150,Yes
238155,Airplane,NORFOLK INTL,B-737-300,6,None,8/16/2005 0:00,Caused damage,SOUTHWEST AIRLINES,Virginia,Climb,TRUE,LEADING EDGE-KRUGER FLAP- DAMAGED. NO ENG DMG FROM INGESTION. A/C TAKEN OUT OF SERVICE FOR REPAIR.,Large,Some Cloud,Canada goose,N,200,Yes
234053,Airplane,SAVANNAH INTL,GULFSTRM 200,3,Aborted Take-off,8/16/2005 0:00,No damage,NETJETS,Georgia,Take-off run,FALSE,DOVE-LIKE. CANCELLED FLT,Medium,Some Cloud,Unknown bird - medium,N,0,No
237404,Airplane,FLOYD BENNETT MEMORIAL,CL-600,7,None,8/17/2005 0:00,No damage,BUSINESS,New York,Landing Roll,FALSE,NO DMG. ALT REPTD AS 328. THAT IS FIELD ELEVATION FOR ARPT. ASSUME HE MEANT 0' AGL. CHANGED PHASE TO LANDING ROLL FROM APCH.,Small,Some Cloud,Unknown bird - small,N,0,No
233170,Airplane,NEWARK LIBERTY INTL ARPT,MD-88,4,None,8/17/2005 0:00,No damage,DELTA AIR LINES,New Jersey,Climb,TRUE,,Small,No Cloud,European starling,N,20,No
234867,Airplane,MBS INTL,IAI ASTRA JT,10,None,8/18/2005 0:00,No damage,BUSINESS,Michigan,Take-off run,FALSE,,Small,Some Cloud,Unknown bird - small,N,0,No
232782,Airplane,JOHN F KENNEDY INTL,EMB-135,4,None,8/19/2005 0:00,No damage,AMERICAN EAGLE AIRLINES,New York,Approach,FALSE,CAPT REPTD SEEING 20-30 BIRDS (GULLS?) OVER THE APCH BUT DID NOT HEAR OR FEEL A STRIKE. A DELTA A/C ON THE GROUND AWAITING DEPRTR SAW 2-3 BIRDS FALL TO THE GROUND OVER THE MARSH IN JAMAICA BAY AS THE OTHER A/C FLEW OVER THE FLOCK. MX WIPED BLOOD SMEAR FRO,Medium,Overcast,Unknown bird - medium,Y,300,No
238481,Airplane,BALTIMORE WASH INTL,B-737-700,7,None,8/21/2005 0:00,No damage,SOUTHWEST AIRLINES,Maryland,Climb,FALSE,2 SEPARATE IMPACT MARKS ON RADOME. NO DMG. LOG BOOK ENTRIES MADE.,Small,No Cloud,European starling,N,200,Yes
234257,Airplane,PU DONG INTL ARPT,MD-11,6,None,8/21/2005 0:00,No damage,UPS AIRLINES,N/A,Climb,FALSE,"1 STRIKE JUST BEFORE V-1, ANOTHER JUST AFTER ROTATION. BIRD CAUGHT UP WINDSHLD WIPER FLAPPING AROUND UNTIL APPROX 300 FT.",Small,Some Cloud,Unknown bird - small,N,50,No
235756,Airplane,LAMBERT-ST LOUIS INTL,EMB-145,2,None,8/22/2005 0:00,No damage,TRANS STATES AIRLINES,Missouri,Take-off run,FALSE,ARPT BIOL HAD NO SPECIES INFO.,Small,Some Cloud,Unknown bird - small,Y,0,No
234523,Airplane,TOLEDO EXPRESS ARPT,CL-RJ700,4,None,8/22/2005 0:00,No damage,ATLANTIC SOUTHEAST,Ohio,Climb,TRUE,,Small,No Cloud,Unknown bird - small,N,100,No
236731,Airplane,PHILADELPHIA INTL,B-757-200,3,None,8/23/2005 0:00,No damage,US AIRWAYS*,Pennsylvania,Approach,FALSE,"BIRDS HIT WINDSHLD, BLOOD ON WINDSHLD. NO APPARENT DMG. ID BY WS BIOL",Small,No Cloud,Tree swallow,N,"1,500",Yes
242634,Airplane,HARRISBURG INTL,B-727-200,2,None,8/23/2005 0:00,No damage,EMERY WORLDWIDE,Pennsylvania,Landing Roll,TRUE,"ON LDG ROLLOUT, FLOCK OF GEESE TOOK OFF ROM APPROX MIDFIELD AND WE WEE TOLD THERE WERE 3 DEAD. HAD MX CHECK A/C AND COULD NOT FIND EVIDENCE OF STRIKE.",Large,Some Cloud,Canada goose,N,0,No
237305,Airplane,MYRTLE BEACH INTL,ATR-72,2,None,8/26/2005 0:00,No damage,ATLANTIC SOUTHEAST,South Carolina,Climb,FALSE,,Small,Some Cloud,European starling,Y,100,No
234394,Airplane,AMSTERDAM SCHIPHOL,B-747-400,8,None,8/27/2005 0:00,No damage,ATLAS AIR,N/A,Approach,FALSE,1 HIT JUST BELOW CAPT'S #1 WINDOW. OTHER ON VERT STABIL,Large,No Cloud,Canada goose,N,200,No
234599,Airplane,KANSAS CITY INTL,B-737-700,6,None,8/28/2005 0:00,No damage,SOUTHWEST AIRLINES,Missouri,Approach,FALSE,,Small,Some Cloud,Unknown bird - small,Y,"3,000",Yes
235705,Airplane,KANSAS CITY INTL,B-737-300,8,None,8/28/2005 0:00,No damage,SOUTHWEST AIRLINES,Missouri,Approach,FALSE,HEARD SML BIRD HIT A/C ON FINAL APCH BELOW L SIDE OF NOSE. ENG NORMAL. FOUND EVIDENCE IN #1 ENG.,Small,No Cloud,Unknown bird - small,N,"1,000",Yes
234757,Airplane,CLEVELAND-HOPKINS INTL ARPT,CL-RJ100/200,6,None,8/31/2005 0:00,No damage,COMAIR AIRLINES,Ohio,Landing Roll,TRUE,"REMAINS OF 4 BIRDS FOUND.  ONLY 2 INTACT. LOCATIONS WERE 1000 FT FROM THRESHOLD ON C/L & 35 FT WEST OF C/L, 1400 FT FROM THRESHOLD ON E EDGE LINE, 2000 FT FROM THRESHOLD 70 FT W OF C/L AND 5000 FR FROM THRESHOLD ON E EDGELINE. TIME 0823, DAY",Small,Overcast,Killdeer,Y,0,No
236677,Airplane,NEWPORT NEWS/WILLIAMSBURG INTL,DHC8 DASH 8,8,None,9/1/2005 0:00,No damage,PIEDMONT AIRLINES,Virginia,Take-off run,FALSE,2 DOVES. NO DMG.,Small,No Cloud,Mourning dove,N,0,No
232506,Airplane,JOHN F KENNEDY INTL,A-320,9,None,9/1/2005 0:00,No damage,JETBLUE AIRWAYS,New York,Take-off run,TRUE,STRIKE REPTD TO OPS BY ATCT. 6 CARCASSES COLLECTED (2  MALE  & 2 FEMALE JUVENILES & 1 FEMALE ADULT COWBIRD AND 1 BARN SWALLOW). FOUND AT 22R & Z. BARN SWALLOW ALSO FOUND.,Small,Some Cloud,Brown-headed cowbird,Y,0,No
240685,Airplane,RONALD REAGAN WASHINGTON NATL,A-319,7,None,9/1/2005 0:00,No damage,UNITED AIRLINES,DC,Approach,FALSE,,Medium,No Cloud,Unknown bird - medium,N,300,No
232076,Airplane,BALTIMORE WASH INTL,A-300,10,None,9/2/2005 0:00,No damage,AMERICAN AIRLINES,Maryland,Landing Roll,FALSE,"ESTIMATE 4 SML BIRDSTRIKES. NOSE, #2 MAIN, BOTH TRAILING EDGES WITH FLAPS EXTENDED. NO SIGNIFICANT DMG REPTD BY MX.",Small,Some Cloud,Unknown bird - small,Y,0,No
238186,Airplane,JOHN F KENNEDY INTL,B-757-200,7,None,9/3/2005 0:00,No damage,UNITED AIRLINES,New York,Approach,FALSE,BLOOD SMEARS ON RADOME & WINDSHLD. CLEANED. NO DMG.,Medium,Some Cloud,Unknown bird - medium,Y,"1,000",Yes
231020,Airplane,WEST BEND MUNICIPAL ARPT,PA-32,4,None,9/3/2005 0:00,No damage,BUSINESS,Wisconsin,Landing Roll,FALSE,HIT 2 GEESE DURING LDG ROLLOUT. NO DMG. JUST REMAINS. (ASSUME CANADA FROM DATE),Large,No Cloud,Canada goose,Y,0,No
239132,Airplane,NEWARK LIBERTY INTL ARPT,BE-400 BJET,6,Precautionary Landing,9/4/2005 0:00,No damage,EXECUTIVE JET AVIATION,New Jersey,Climb,FALSE,ATIS WARNING.,Medium,No Cloud,Unknown bird - medium,Y,400,No
237318,Airplane,LAGUARDIA NY,B-737-700,9,None,9/5/2005 0:00,No damage,AIRTRAN AIRWAYS,New York,Approach,FALSE,"1 HIT RT SIDE LWR NOSE CONE, 2 HIT L LEADNG EDGE AND 1 TO #1 ENG. MX INSPN. POWERPALNT INSPN. WILL REQUIRE BORESCOPE.",Small,No Cloud,Unknown bird - small,N,30,Yes
234113,Airplane,TRI-CITIES REGIONAL TN/VA ARPT,BE-300 KING,9,None,9/5/2005 0:00,No damage,BUSINESS,Tennessee,Approach,FALSE,,Medium,Some Cloud,Unknown bird - medium,N,50,No
233622,Airplane,KANSAS CITY INTL,B-717-200,2,Aborted Take-off,9/5/2005 0:00,No damage,AIRTRAN AIRWAYS,Missouri,Take-off run,TRUE,2 CARCASSES RECOVERED FROM RWY. ID BY SMITHSONIAN FAA 1198. FLT DELAYED 30 MINS. BIRDS FIRST REPTD AS SPARROWS.,Small,No Cloud,Horned lark,Y,0,No
233746,Airplane,NEWARK LIBERTY INTL ARPT,B-757-200,10,None,9/7/2005 0:00,No damage,AMERICAN AIRLINES,New Jersey,Approach,FALSE,SAW BIRDS IN A/C LIGHTS ABOUT HALF SECOND BEFORE MULTIPLE IMPACTS JUST ABOVE COCKPIT WINDOWS. NOTIFIED ATC. FOUND 2 BLOOD SPOTS ABOVE F/O WINDOW.,Medium,No Cloud,Unknown bird - medium,N,"7,400",Yes
238587,Airplane,PHILADELPHIA INTL,A-300,4,None,9/8/2005 0:00,No damage,UPS AIRLINES,Pennsylvania,Approach,FALSE,FINAL APCH. EVENT 6481,Medium,Some Cloud,Ring-billed gull,N,200,No
232294,Airplane,SALT LAKE CITY INTL,CL-RJ100/200,8,Other,9/10/2005 0:00,Caused damage,SKYWEST AIRLINES,Utah,Approach,FALSE,"2ND OFFICER SAW ABOUT 5 BIRDS ON APCH. 1 HIT RT WINDSHLD.  RT SIDE VIEW OBSTRUCTED, REQD TRANSFER OF FLT CONTROLS. RT FLAP DAMAGED. CLEANED RESIDUE. NO DMG. SLC CASE #2K5-64100",Medium,No Cloud,Unknown bird - medium,N,600,No
233487,Airplane,NASHVILLE INTL,MU2,9,None,9/11/2005 0:00,Caused damage,BUSINESS,Tennessee,Take-off run,FALSE,FLAP DAMAGED,Small,No Cloud,Rock pigeon,Y,0,No
238601,Airplane,WATERBURY-OXFORD ARPT,HAWKER 800,7,None,9/11/2005 0:00,No damage,BUSINESS,Connecticut,Landing Roll,TRUE,PILOT SAID 2 BIRDS HIT RADOME. RWY SWEEP FOUND 2 GEESE.,Large,No Cloud,Canada goose,N,0,No
235448,Airplane,LEWISTON-NEZ PERCE CO ARPT,DHC8 DASH 8,8,None,9/11/2005 0:00,Caused damage,HORIZON AIR,Idaho,Approach,FALSE,"SAW BIRDS ON SHORT FINAL, DID NOT THINK THEY HIT ANY. AFTER INSPN FOUND BLOOD ON 1 BLADE OF #2 ENG PROP AND 2 OTHER AREAS. NEEDED INSPN BEFORE A/C COULD FLY AGAIN. NO REMAINS FOUND ON ARPT. A FEW SML DENTS BUT NO REAL DMG (PARTS DENTED NOT REPTD)",Small,No Cloud,European starling,N,200,No
237729,Airplane,DALLAS/FORT WORTH INTL ARPT,MD-82,4,None,9/13/2005 0:00,No damage,AMERICAN AIRLINES,Texas,Landing Roll,TRUE,"SML FLOCK CROSSED RWY ABOUT 5-10' ABOVE RWY SHORTLY AFTER NOSEWHEEL TOUCHED DOWN. HT 2 OR 3 ON RADOME, & BOTTOM OF WINDSHLD. 3 PIGEONS REMOVED FROM E EDGE PANELS OF RWY S OF A2.",Small,Some Cloud,Rock pigeon,Y,0,No
236545,Airplane,TETERBORO AIRPORT,C-550,4,Aborted Take-off,9/13/2005 0:00,Caused damage,BUSINESS,New Jersey,Take-off run,FALSE,"PART STRUCK NOT REPTD, ASSUME SAME AS PART DAMAGED.",Large,No Cloud,Canada goose,N,0,No
235892,Airplane,TULSA INTL,B-737-300,2,None,9/13/2005 0:00,Caused damage,SOUTHWEST AIRLINES,Oklahoma,Climb,TRUE,REPLACED # 11 FAN BLADE. (ARPT HAD NO RECORD OF THIS STRIKE),Small,No Cloud,Unknown bird - small,N,30,Yes
231113,Airplane,DANBURY MUNICIPAL ARPT,C-425,9,None,9/14/2005 0:00,No damage,BUSINESS,Connecticut,Approach,FALSE,"DURING FLARE AT NUMBERS FOR RWY 17, A FLOCK OF GEESE ROSE FROM RT SIDE OF RWY AND PASSED IN FRONT AND OVER ME. I HEARD THUMPS. LANDED W/O INCIDENT. 2 BIRDS WERE F OUND ON RWY WITH HEADS CUT OFF. BLOOD ON L PROP BLADE.",Large,Overcast,Canada goose,N,50,No
235428,Airplane,GENERAL MITCHELL INTL,DORNIER 328J,2,Precautionary Landing,9/14/2005 0:00,No damage,BUSINESS,Wisconsin,Climb,FALSE,"ABOUT 7 MI E OF ARPT, HIT A FLOCK OF BIRDS. NO APPARENT DMG AT THIS TIME.",Medium,Some Cloud,Unknown bird - medium,N,"5,000",No
230181,Airplane,ABRAHAM LINCOLN CAPITAL ARPT,CL-RJ100/200,5,None,9/15/2005 0:00,No damage,AIR WISCONSIN AIRLINES,Illinois,Landing Roll,TRUE,,Small,Overcast,House sparrow,N,0,No
236698,Airplane,ORLANDO SANFORD INTL AIRPORT,C-172,9,Precautionary Landing,9/15/2005 0:00,No damage,BUSINESS,Florida,Climb,FALSE,ARPT NOTIFIED. FORM FAXED TO RO,Small,No Cloud,Unknown bird - small,Y,100,No
235137,Airplane,GREATER ROCKFORD,A-300,6,None,9/15/2005 0:00,No damage,UPS AIRLINES,Illinois,Approach,FALSE,"CREW SAW ABOUT 20 BIRDS, HIT 5. EVENT 6561.",Small,No Cloud,Unknown bird - small,N,"2,500",No
235966,Airplane,GEORGE BUSH INTERCONTINENTAL,B-747,4,None,9/16/2005 0:00,No damage,CARGOLUX AIRLINES INTL,Texas,Approach,FALSE,ATIS WARNING,Medium,Overcast,Unknown bird - medium,Y,100,No
238625,Airplane,LAMBERT-ST LOUIS INTL,EMB-145,5,None,9/16/2005 0:00,No damage,TRANS STATES AIRLINES,Missouri,Landing Roll,FALSE,,Small,Overcast,Unknown bird - small,Y,0,No
234999,Airplane,BUFFALO-NIAGARA INTL,CL-RJ700,5,None,9/17/2005 0:00,No damage,AMERICAN EAGLE AIRLINES,New York,Take-off run,TRUE,NOTAM WARNING. NOT DMG REPTD BY PILOT AFTER LDG AT ORD,Small,Overcast,European starling,Y,0,No
236336,Airplane,ALBUQUERQUE INTL,CL-RJ100/200,8,None,9/18/2005 0:00,No damage,SKYWEST AIRLINES,New Mexico,Take-off run,FALSE,,Small,No Cloud,Unknown bird - small,N,0,No
237301,Airplane,COLORADO SPRINGS MUNICIPAL,HAWKER 800,8,None,9/19/2005 0:00,No damage,BUSINESS,Colorado,Landing Roll,TRUE,,Small,No Cloud,Horned lark,N,0,No
232676,Airplane,ORLANDO INTL,A-300,10,None,9/20/2005 0:00,No damage,UPS AIRLINES,Florida,Climb,FALSE,EVENT 6640. 2 KILLDEER FOUND.,Small,Some Cloud,Killdeer,Y,100,No
236747,Airplane,BALTIMORE WASH INTL,B-737-800,7,None,9/21/2005 0:00,No damage,DELTA AIR LINES,Maryland,Climb,FALSE,NO DMG REPTD BY AIRLINE. HIT ABOVE COCKPIT. ONE REPOT SAID AIRCRAFT WAS MD-80 AND TIME WAS 730. MAY POSSIBLY BE 2 STRIKES. CHECKING ON THIS.,Small,No Cloud,European starling,N,25,Yes
236961,Airplane,TOLEDO EXPRESS ARPT,CL-RJ100/200,8,None,9/22/2005 0:00,No damage,COMAIR AIRLINES,Ohio,Landing Roll,TRUE,,Small,No Cloud,Rock pigeon,N,0,No
236024,Airplane,TAMPA INTL,MD-83,5,None,9/22/2005 0:00,No damage,AMERICAN AIRLINES,Florida,Take-off run,FALSE,,Small,Some Cloud,Unknown bird - small,N,0,No
237718,Airplane,LINCOLN MUNICIPAL,CL-RJ100/200,9,None,9/25/2005 0:00,No damage,SKYWEST AIRLINES,Nebraska,Climb,FALSE,POSSIBLY BARN SWALLOWS HIT JUST ABOVE WINDSHLD.,Small,No Cloud,Barn swallow,N,100,No
238182,Airplane,CINCINNATI MUNI ARPT-LUNKEN FIELD,FOKKER 70,3,None,9/26/2005 0:00,No damage,FORD MOTOR,Ohio,Landing Roll,FALSE,,Small,Overcast,Mourning dove,N,0,No
235293,Airplane,KANSAS CITY INTL,B-717-200,4,None,9/27/2005 0:00,No damage,MIDWEST AIRLINES,Missouri,Take-off run,FALSE,2 birds,Small,No Cloud,Killdeer,N,0,No
233927,Airplane,LOUISVILLE INTL ARPT,A-300,2,None,9/27/2005 0:00,No damage,UPS AIRLINES,Kentucky,Approach,FALSE,SAW 5 HIT 2 . EVENT 6692. CLEANED A/C AND RETD TO SVC.,Medium,Some Cloud,Unknown bird - medium,N,"3,000",No
238305,Airplane,DES MOINES INTL,CITATIONJET,5,Precautionary Landing,9/27/2005 0:00,No damage,BUSINESS,Iowa,Climb,FALSE,"NUMBEROUS STRIKES ON LEADING EDGES, WINDSHLD, NOSE ENGS. BIRDS NOT SEEN BY TWR. BIRDS CLEANED OFF AND A/C DEPTD.",Small,No Cloud,Unknown bird - small,N,500,No
239101,Airplane,BOB HOPE ARPT,CL-RJ100/200,5,None,9/27/2005 0:00,No damage,SKYWEST AIRLINES,California,Landing Roll,FALSE,,Small,No Cloud,Rock pigeon,N,0,No
236955,Airplane,LOUISVILLE INTL ARPT,B-767-300,2,None,9/27/2005 0:00,No damage,UPS AIRLINES,Kentucky,Approach,FALSE,"MULTIPLE BIRDSTRIKES TO RADOME , L WING AND RT ENG ON APCH. EVENT 6689. (1 FORM SHOWED ONLY  1 BIRD HIT BUT COMMENTS SAID MULTIPLE)",Small,No Cloud,Unknown bird - small,N,500,Yes
238238,Airplane,LOUISVILLE INTL ARPT,DC-8,10,None,9/27/2005 0:00,No damage,UPS AIRLINES,Kentucky,Approach,FALSE,DESCENDING THRU 4000 FT ON DOWNWIND ABOUT 8 MILES SE OF SDF JUST PRIOR TO TURN ONTO BASE AS GEAR LOWERED WE NOTICED A SMEAR ON CAPT WINDSHLD. BUT HEARD NOTHIING. ON POST FLT FOUND BLOOD SMEAR UNDER RT OTBD FLAP. EVENT 6702,Small,No Cloud,Unknown bird - small,N,"4,000",No
241244,Airplane,EPPLEY AIRFIELD,A-320,3,None,9/28/2005 0:00,No damage,NORTHWEST AIRLINES,Nebraska,Climb,FALSE,NO BIRD BUT DEAD SKUNK WAS FOUND ON RWY.,Small,Overcast,Unknown bird - small,Y,"1,300",No
236620,Airplane,DALLAS/FORT WORTH INTL ARPT,A-300,9,None,9/28/2005 0:00,No damage,UPS AIRLINES,Texas,Approach,FALSE,2 BIRDS HIT WINDSHLD DURING LANDING FLARE. EVENT 6717.,Medium,Some Cloud,Unknown bird - medium,N,10,No
236112,Airplane,SAN DIEGO INTL,B-737,3,Precautionary Landing,9/28/2005 0:00,Caused damage,SOUTHWEST AIRLINES,California,Climb,FALSE,2 BIRDS. A/C RETD TO LAND. ENG CHECKED AS BEING DAMAGED BUT NOT CHECKED AS BEING STRUCK.,Medium,No Cloud,Unknown bird - medium,N,"2,500",Yes
237884,Airplane,MCGHEE TYSON ARPT,BE-300 KING,8,None,9/29/2005 0:00,No damage,BUSINESS,Tennessee,Approach,FALSE,ALT REPTD AS 600-1000 FT.,Small,No Cloud,Unknown bird - small,N,800,No
236007,Airplane,KANSAS CITY INTL,B-737-700,7,None,9/29/2005 0:00,No damage,SOUTHWEST AIRLINES,Missouri,Landing Roll,TRUE,ATIS WARNING. ID BY SMITHSONIAN FAA 1237,Small,No Cloud,Horned lark,Y,0,Yes
234618,Airplane,DANE COUNTY REGIONAL ARPT-TRUAX FLD,A-319,8,None,9/30/2005 0:00,No damage,NORTHWEST AIRLINES,Wisconsin,Climb,FALSE,"HIT SEVERAL BIRDS ON BOTH SIDES OF A/C. NOTIFIED TWR, MADE LOGBOOK ENTRY.",Small,No Cloud,Unknown bird - small,N,50,No
232034,Airplane,DES MOINES INTL,B-727-200,8,Aborted Take-off,10/1/2005 0:00,No damage,FEDEX EXPRESS,Iowa,Take-off run,FALSE,"EVIDENCE FOUND 2 ON RADOME, WING ABOVE #1 LE FLAP AND 1 ON #5 LE FLAP, 2 ON #5 SLAT AND 1 ON #7 SLAT. OUT OF SERVCIE 1.5 HRS.",Small,No Cloud,European starling,Y,0,No
237659,Airplane,GRAND CANYON WEST,DHC6,3,None,10/2/2005 0:00,No damage,SCENIC AIRLINES,Arizona,Take-off run,FALSE,HIT WING STRUT,Small,No Cloud,Unknown bird - small,N,0,No
237520,Airplane,EPPLEY AIRFIELD,MD-82,8,Other,10/2/2005 0:00,No damage,AMERICAN AIRLINES,Nebraska,Approach,FALSE,STRIKE CAUSED 41 MINUTE DELALY TO FLT.,Small,Overcast,Unknown bird - small,Y,100,No
237071,Airplane,HILO INTL ARPT,LOCKHEED C-130,7,Precautionary Landing,10/2/2005 0:00,No damage,GOVERNMENT,Hawaii,Take-off run,TRUE,HIT L EXTERNAL FUEL TANK & L FLAP,Small,Some Cloud,Pacific golden-plover,N,0,No
237036,Airplane,INDIANAPOLIS INTL,B-737-400,6,None,10/2/2005 0:00,Caused damage,US AIRWAYS*,Indiana,Climb,TRUE,SML CRACK IN F/O'S WINDSHLD. (ARPT NOT AWARE OF DMG),Small,Some Cloud,House sparrow,N,50,Yes
236754,Airplane,THE EASTERN IOWA ARPT,CL-RJ100/200,5,None,10/2/2005 0:00,No damage,PINNACLE,Iowa,Landing Roll,FALSE,ATIS WARNING,Small,Some Cloud,Unknown bird - small,Y,0,No
236362,Airplane,JACKSONVILLE INTL,MD-82,6,None,10/3/2005 0:00,No damage,AMERICAN AIRLINES,Florida,Approach,FALSE,,Small,No Cloud,Unknown bird - small,N,400,No
236080,Airplane,CHICAGO O'HARE INTL ARPT,A-320,5,None,10/6/2005 0:00,No damage,UNITED AIRLINES,Illinois,Landing Roll,FALSE,"ATIS WARNING. IN FLARE AND TOUCHDOWN, WE HAD MULTIPLE BIRDSSTRIKES. APPEARED TO BE DOVES. (NO REMAINS IN WS FREEZER). CLEANED RT MAIN GEAR, RT SIDE OF RADOME AND L WING.",Small,Some Cloud,Mourning dove,Y,0,No
231248,Airplane,ATLANTA INTL,MD-88,3,None,10/7/2005 0:00,Caused damage,DELTA AIR LINES,Georgia,Approach,FALSE,ON SHORT FINAL WE SAW 1 BIRD HIT THE CENTER WINDSCREEN AND HEARD OTHER STRIKES ON RADOME. DMG TO BOTH TAXI LIGHT BULBS. NO TIME LOST.,Medium,Overcast,Unknown bird - medium,N,500,No
236544,Airplane,BRADLEY INTL,A-320,9,None,10/7/2005 0:00,No damage,NORTHWEST AIRLINES,Connecticut,Climb,FALSE,,Small,Overcast,Mourning dove,Y,20,No
233607,Airplane,MIAMI INTL,A-300,7,Precautionary Landing,10/8/2005 0:00,No damage,AMERICAN AIRLINES,Florida,Climb,FALSE,NO DMG. WHTIE BIRD. HIT 1 I WEST OF MIA.,Large,No Cloud,Unknown bird - large,Y,"1,400",No
